G6PD Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
Clinic/Figuera da Foz,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Fukaya,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Georgia,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
Clinic/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
Clinic/Guadalajara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Harilaou,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Harima,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Hartford,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Hechi,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Hermoupolis,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Honiara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Ierapetra,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Ilesha,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Insuli,,G6PD Variable,Abnormal/Priority/High Risk
"Clinic/Iowa, Walter Reed, Springfield",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Iwatsuki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Japan, Shinagawa",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Kaiping, Anant, Dhon, Sapporo-like, Wosera",,G6PD Deficient,Abnormal/Priority/High Risk
"Clinic/Kalyan-Kerala, Jamnaga, Rohini",,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Kambos,,G6PD Deficient,Abnormal/Priority/High Risk
"Clinic/Kamiube, Keelung",,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Kamogawa,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Kawasaki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Kozukata,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Krakow,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Lages,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Lagosanto,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Laibin,,G6PD Indeterminate,Abnormal/Priority/High Risk
Clinic/La Jolla,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Lille,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Liuzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Loma Linda,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Ludhiana,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Lynwood,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Madrid,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Mahidol,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Malaga,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Manhattan,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham",,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Mediterranean Haplotype,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Metaponto,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Mexico City,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Miaoli,,G6PD Deficient,Abnormal/Priority/High Risk
"Clinic/Minnesota, Marion, Gastonia, LeJeune",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Mira d'Aire,,G6PD Variable,Abnormal/Priority/High Risk
Clinic/Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Montpellier,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Mt Sinai,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Munich,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Nara,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Nashville, Anaheim, Portici",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/No name,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/North Dallas,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Olomouc,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Omiya,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Clinic/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Pedoplis-Ckaro,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Piotrkow,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Plymouth,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Praha,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Puerto Limon,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Rehevot,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Riley,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Riverside,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Santiago,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Santiago de Cuba, Morioka",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Clinic/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Serres,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Shinshu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Stonybrook,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Sugao,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Sumare,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Sunderland,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Suwalki,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Swansea,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Clinic/Telti, Kobe",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Tenri,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
"Clinic/Tokyo, Fukushima",,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Tomah,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Tondela,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Torun,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Tsukui,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Clinic/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Urayasu,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Utrecht,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Vancouver,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Clinic/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Clinic/Villeurbanne,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Volendam,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Wayne,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/West Virginia,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Wexham,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Wisconsin,,G6PD Deficient with CNSHA,Abnormal/Priority/High Risk
Clinic/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Coimbra Shunde,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Coimbra Shunde,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Costanzo,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Covao do Lobo,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Crispim,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Dagua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Coimbra Shunde/Durham,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Farroupilha,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Figuera da Foz,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Fukaya,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Georgia,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
Coimbra Shunde/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
Coimbra Shunde/Guadalajara,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Harilaou,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Harima,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Hartford,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Hechi,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Hermoupolis,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Honiara,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Ierapetra,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Ilesha,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Insuli,,G6PD Variable,Abnormal/Priority/High Risk
"Coimbra Shunde/Iowa, Walter Reed, Springfield",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Iwatsuki,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Japan, Shinagawa",,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Kaiping, Anant, Dhon, Sapporo-like, Wosera",,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Kalyan-Kerala, Jamnaga, Rohini",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Kambos,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Kamiube, Keelung",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Kamogawa,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Kawasaki,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Kozukata,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Krakow,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Lages,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Lagosanto,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Laibin,,G6PD Indeterminate,Abnormal/Priority/High Risk
Coimbra Shunde/La Jolla,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Lille,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Liuzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Loma Linda,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Ludhiana,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Lynwood,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Madrid,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Mahidol,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Malaga,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Manhattan,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Mediterranean Haplotype,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Metaponto,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Mexico City,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Miaoli,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Minnesota, Marion, Gastonia, LeJeune",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Mira d'Aire,,G6PD Variable,Abnormal/Priority/High Risk
Coimbra Shunde/Mizushima,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Montalbano,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Montpellier,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Mt Sinai,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Munich,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Murcia Oristano,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Musashino,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Namouru,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Nankang,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Nanning,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Naone,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Nara,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Nashville, Anaheim, Portici",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Neapolis,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Nice,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Nilgiri,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/No name,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/North Dallas,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Olomouc,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Omiya,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Orissa,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Osaka,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Palestrina,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Papua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Coimbra Shunde/Partenope,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Pawnee,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Pedoplis-Ckaro,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Piotrkow,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Plymouth,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Praha,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Puerto Limon,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Quing Yan,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Radlowo,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Rehevot,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Rignano,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Riley,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Riverside,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Roubaix,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/S. Antioco,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Salerno Pyrgos,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Santa Maria,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Santiago,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Santiago de Cuba, Morioka",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sao Borja,,G6PD Variable,Abnormal/Priority/High Risk
"Coimbra Shunde/Seattle, Lodi, Modena, Ferrara II, Athens-like",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Seoul,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Serres,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Shenzen,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Shinshu,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sibari,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sierra Leone,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sinnai,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Songklanagarind,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Split,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Stonybrook,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sugao,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sumare,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Sunderland,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Surabaya,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Suwalki,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Swansea,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Taipei, Chinese-3",,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Telti, Kobe",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Tenri,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Tokyo, Fukushima",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Toledo,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Tomah,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Tondela,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Torun,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Tsukui,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Ube Konan,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Union,Maewo, Chinese-2, Kalo",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Urayasu,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Utrecht,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Valladolid,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Vancouver,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Vanua Lava,,G6PD Deficient,Abnormal/Priority/High Risk
"Coimbra Shunde/Viangchan, Jammu",,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Villeurbanne,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Volendam,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Wayne,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/West Virginia,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Wexham,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Wisconsin,,G6PD Deficient,Abnormal/Priority/High Risk
Coimbra Shunde/Yunan,,G6PD Indeterminate,Abnormal/Priority/High Risk
Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Cosenza,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Costanzo,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Covao do Lobo,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Crispim,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Dagua,,G6PD Indeterminate,Abnormal/Priority/High Risk
Cosenza/Durham,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Farroupilha,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Figuera da Foz,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Flores,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Fukaya,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Fushan,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Gaohe,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Georgia,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Gidra,,G6PD Indeterminate,Abnormal/Priority/High Risk
Cosenza/Gond,,G6PD Indeterminate,Abnormal/Priority/High Risk
Cosenza/Guadalajara,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Guangzhou,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Haikou,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Hammersmith,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Harilaou,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Harima,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Hartford,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Hechi,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Hermoupolis,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Honiara,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Ierapetra,,G6PD Deficient,Abnormal/Priority/High Risk
Cosenza/Ilesha,,G6PD Deficient,Abnormal/Priority/High Risk
